time_s,i_pd_a,a_ref_m_s2
3.046000000e-01,3.017263861e-03,-1.573690826e+00
3.048000000e-01,3.017396176e-03,-2.253469420e+00
3.050000000e-01,3.017512808e-03,-2.882102122e+00
3.052000000e-01,3.017619134e-03,-3.445321163e+00
3.054000000e-01,3.017715372e-03,-3.930343436e+00
3.056000000e-01,3.017795368e-03,-4.326160628e+00
3.058000000e-01,3.017854273e-03,-4.623789069e+00
3.060000000e-01,3.017884694e-03,-4.816473634e+00
3.062000000e-01,3.017900594e-03,-4.899841053e+00
3.064000000e-01,3.017903337e-03,-4.871999179e+00
3.066000000e-01,3.017868872e-03,-4.733579924e+00
3.068000000e-01,3.017822457e-03,-4.487724923e+00
3.070000000e-01,3.017758067e-03,-4.140014225e+00
3.072000000e-01,3.017672584e-03,-3.698339651e+00
3.074000000e-01,3.017571914e-03,-3.172725673e+00
3.076000000e-01,3.017455096e-03,-2.575101892e+00
3.078000000e-01,3.017329786e-03,-1.919032285e+00
3.080000000e-01,3.017190528e-03,-1.219407341e+00
3.082000000e-01,3.017053703e-03,-4.921061055e-01
3.084000000e-01,3.016913174e-03,2.463642214e-01
3.086000000e-01,3.016770337e-03,9.792429402e-01
3.088000000e-01,3.016633031e-03,1.689896261e+00
3.090000000e-01,3.016504745e-03,2.362194834e+00
3.092000000e-01,3.016384704e-03,2.980879827e+00
3.094000000e-01,3.016278331e-03,3.531909249e+00
3.096000000e-01,3.016185611e-03,4.002776657e+00
3.098000000e-01,3.016111318e-03,4.382795001e+00
3.100000000e-01,3.016057635e-03,4.663339193e+00
3.102000000e-01,3.016025959e-03,4.838041857e+00
3.104000000e-01,3.016016118e-03,4.902937854e+00
3.106000000e-01,3.016028020e-03,4.856554270e+00
3.108000000e-01,3.016055450e-03,4.699943851e+00
3.110000000e-01,3.016103290e-03,4.436661107e+00
3.112000000e-01,3.016171044e-03,4.072681637e+00
3.114000000e-01,3.016259130e-03,3.616266506e+00
3.116000000e-01,3.016361892e-03,3.077774744e+00
3.118000000e-01,3.016480167e-03,2.469428235e+00
3.120000000e-01,3.016609878e-03,1.805034322e+00
3.122000000e-01,3.016746455e-03,1.099672429e+00
3.124000000e-01,3.016890626e-03,3.693518087e-01
3.126000000e-01,3.017031325e-03,-3.693518087e-01
3.128000000e-01,3.017172474e-03,-1.099672429e+00
3.130000000e-01,3.017304773e-03,-1.805034322e+00
3.132000000e-01,3.017433292e-03,-2.469428235e+00
3.134000000e-01,3.017552775e-03,-3.077774744e+00
3.136000000e-01,3.017656265e-03,-3.616266506e+00
3.138000000e-01,3.017743112e-03,-4.072681637e+00
3.140000000e-01,3.017820071e-03,-4.436661107e+00
3.142000000e-01,3.017866191e-03,-4.699943851e+00
3.144000000e-01,3.017896302e-03,-4.856554270e+00
3.146000000e-01,3.017901137e-03,-4.902937854e+00
3.148000000e-01,3.017893853e-03,-4.838041857e+00
3.150000000e-01,3.017854738e-03,-4.663339193e+00
3.152000000e-01,3.017804496e-03,-4.382795001e+00
3.154000000e-01,3.017727243e-03,-4.002776657e+00
3.156000000e-01,3.017638335e-03,-3.531909249e+00
3.158000000e-01,3.017534597e-03,-2.980879827e+00
3.160000000e-01,3.017412758e-03,-2.362194834e+00
3.162000000e-01,3.017280970e-03,-1.689896261e+00
3.164000000e-01,3.017151041e-03,-9.792429402e-01
3.166000000e-01,3.017006560e-03,-2.463642214e-01
3.168000000e-01,3.016862204e-03,4.921061055e-01
3.170000000e-01,3.016721319e-03,1.219407341e+00
3.172000000e-01,3.016585532e-03,1.919032285e+00
3.174000000e-01,3.016460454e-03,2.575101892e+00
3.176000000e-01,3.016344055e-03,3.172725673e+00
3.178000000e-01,3.016242672e-03,3.698339651e+00
3.180000000e-01,3.016156291e-03,4.140014225e+00
3.182000000e-01,3.016090660e-03,4.487724923e+00
3.184000000e-01,3.016038233e-03,4.733579924e+00
3.186000000e-01,3.016017188e-03,4.871999179e+00
3.188000000e-01,3.016012260e-03,4.899841053e+00
3.190000000e-01,3.016025556e-03,4.816473634e+00
3.192000000e-01,3.016065307e-03,4.623789069e+00
3.194000000e-01,3.016119686e-03,4.326160628e+00
3.196000000e-01,3.016199900e-03,3.930343436e+00
3.198000000e-01,3.016292790e-03,3.445321163e+00
3.200000000e-01,3.016406028e-03,2.882102122e+00
3.202000000e-01,3.016520305e-03,2.253469420e+00
3.204000000e-01,3.016653054e-03,1.573690826e+00
3.206000000e-01,3.016791180e-03,8.581949407e-01
3.208000000e-01,3.016934979e-03,1.232210252e-01
3.210000000e-01,3.017079583e-03,-6.145495775e-01
3.212000000e-01,3.017220654e-03,-1.338372049e+00
3.214000000e-01,3.017348894e-03,-2.031818146e+00
3.216000000e-01,3.017478404e-03,-2.679149060e+00
3.218000000e-01,3.017588992e-03,-3.265672640e+00
3.220000000e-01,3.017684966e-03,-3.778076846e+00
3.222000000e-01,3.017768016e-03,-4.204731891e+00
3.224000000e-01,3.017836250e-03,-4.535954195e+00
3.226000000e-01,3.017874342e-03,-4.764226167e+00
3.228000000e-01,3.017899773e-03,-4.884366829e+00
3.230000000e-01,3.017897448e-03,-4.893649408e+00
3.232000000e-01,3.017882230e-03,-4.791863222e+00
3.234000000e-01,3.017837521e-03,-4.581318462e+00
3.236000000e-01,3.017781049e-03,-4.266793759e+00
3.238000000e-01,3.017699906e-03,-3.855427727e+00
3.240000000e-01,3.017603373e-03,-3.356556938e+00
3.242000000e-01,3.017493049e-03,-2.781504020e+00
3.244000000e-01,3.017370636e-03,-2.143320667e+00
3.246000000e-01,3.017238848e-03,-1.456491413e+00
3.248000000e-01,3.017096305e-03,-7.366048868e-01
3.250000000e-01,3.016959170e-03,-8.167798148e-14
3.252000000e-01,3.016817433e-03,7.366048868e-01
3.254000000e-01,3.016679306e-03,1.456491413e+00
3.256000000e-01,3.016547440e-03,2.143320667e+00
3.258000000e-01,3.016420487e-03,2.781504020e+00
3.260000000e-01,3.016310999e-03,3.356556938e+00
3.262000000e-01,3.016216048e-03,3.855427727e+00
3.264000000e-01,3.016135896e-03,4.266793759e+00
3.266000000e-01,3.016074667e-03,4.581318462e+00
3.268000000e-01,3.016030608e-03,4.791863222e+00
3.270000000e-01,3.016013608e-03,4.893649408e+00
3.272000000e-01,3.016016769e-03,4.884366829e+00
3.274000000e-01,3.016038341e-03,4.764226167e+00
3.276000000e-01,3.016084973e-03,4.535954195e+00
3.278000000e-01,3.016150650e-03,4.204731891e+00
3.280000000e-01,3.016230832e-03,3.778076846e+00
3.282000000e-01,3.016325412e-03,3.265672640e+00
3.284000000e-01,3.016441532e-03,2.679149060e+00
3.286000000e-01,3.016565649e-03,2.031818146e+00
3.288000000e-01,3.016702304e-03,1.338372049e+00
3.290000000e-01,3.016837006e-03,6.145495775e-01
3.292000000e-01,3.016980603e-03,-1.232210252e-01
3.294000000e-01,3.017122867e-03,-8.581949406e-01
3.296000000e-01,3.017262202e-03,-1.573690826e+00
3.298000000e-01,3.017395230e-03,-2.253469420e+00
3.300000000e-01,3.017516047e-03,-2.882102122e+00
3.302000000e-01,3.017622543e-03,-3.445321163e+00
3.304000000e-01,3.017717665e-03,-3.930343436e+00
3.306000000e-01,3.017791602e-03,-4.326160628e+00
3.308000000e-01,3.017853204e-03,-4.623789069e+00
3.310000000e-01,3.017888305e-03,-4.816473634e+00
3.312000000e-01,3.017907956e-03,-4.899841053e+00
3.314000000e-01,3.017899060e-03,-4.871999179e+00
3.316000000e-01,3.017872126e-03,-4.733579924e+00
3.318000000e-01,3.017821652e-03,-4.487724923e+00
3.320000000e-01,3.017758345e-03,-4.140014225e+00
3.322000000e-01,3.017671050e-03,-3.698339651e+00
3.324000000e-01,3.017569047e-03,-3.172725673e+00
3.326000000e-01,3.017453407e-03,-2.575101892e+00
3.328000000e-01,3.017333087e-03,-1.919032285e+00
3.330000000e-01,3.017197564e-03,-1.219407341e+00
3.332000000e-01,3.017057887e-03,-4.921061055e-01
3.334000000e-01,3.016914972e-03,2.463642214e-01
3.336000000e-01,3.016770244e-03,9.792429402e-01
3.338000000e-01,3.016632024e-03,1.689896261e+00
3.340000000e-01,3.016506590e-03,2.362194834e+00
3.342000000e-01,3.016383263e-03,2.980879827e+00
3.344000000e-01,3.016274317e-03,3.531909249e+00
3.346000000e-01,3.016183783e-03,4.002776657e+00
3.348000000e-01,3.016110093e-03,4.382795001e+00
3.350000000e-01,3.016062362e-03,4.663339193e+00
3.352000000e-01,3.016025711e-03,4.838041857e+00
3.354000000e-01,3.016010663e-03,4.902937854e+00
3.356000000e-01,3.016020411e-03,4.856554270e+00
3.358000000e-01,3.016053017e-03,4.699943851e+00
3.360000000e-01,3.016100950e-03,4.436661107e+00
3.362000000e-01,3.016173911e-03,4.072681637e+00
3.364000000e-01,3.016264849e-03,3.616266506e+00
3.366000000e-01,3.016360544e-03,3.077774744e+00
3.368000000e-01,3.016481128e-03,2.469428235e+00
3.370000000e-01,3.016609568e-03,1.805034322e+00
3.372000000e-01,3.016746006e-03,1.099672429e+00
3.374000000e-01,3.016885000e-03,3.693518087e-01
3.376000000e-01,3.017028179e-03,-3.693518087e-01
3.378000000e-01,3.017167902e-03,-1.099672429e+00
3.380000000e-01,3.017303905e-03,-1.805034322e+00
3.382000000e-01,3.017434733e-03,-2.469428235e+00
3.384000000e-01,3.017555146e-03,-3.077774744e+00
3.386000000e-01,3.017654514e-03,-3.616266506e+00
3.388000000e-01,3.017744971e-03,-4.072681637e+00
3.390000000e-01,3.017814306e-03,-4.436661107e+00
3.392000000e-01,3.017868221e-03,-4.699943851e+00
3.394000000e-01,3.017897619e-03,-4.856554270e+00
3.396000000e-01,3.017906654e-03,-4.902937854e+00
3.398000000e-01,3.017893311e-03,-4.838041857e+00
3.400000000e-01,3.017863293e-03,-4.663339193e+00
3.402000000e-01,3.017802249e-03,-4.382795001e+00
3.404000000e-01,3.017726452e-03,-4.002776657e+00
3.406000000e-01,3.017635840e-03,-3.531909249e+00
3.408000000e-01,3.017528196e-03,-2.980879827e+00
3.410000000e-01,3.017415826e-03,-2.362194834e+00
3.412000000e-01,3.017289539e-03,-1.689896261e+00
3.414000000e-01,3.017150963e-03,-9.792429402e-01
3.416000000e-01,3.017002702e-03,-2.463642214e-01
3.418000000e-01,3.016863227e-03,4.921061055e-01
3.420000000e-01,3.016720265e-03,1.219407341e+00
3.422000000e-01,3.016584138e-03,1.919032285e+00
3.424000000e-01,3.016461725e-03,2.575101892e+00
3.426000000e-01,3.016347774e-03,3.172725673e+00
3.428000000e-01,3.016242207e-03,3.698339651e+00
3.430000000e-01,3.016164194e-03,4.140014225e+00
3.432000000e-01,3.016093326e-03,4.487724923e+00
3.434000000e-01,3.016042758e-03,4.733579924e+00
3.436000000e-01,3.016016382e-03,4.871999179e+00
3.438000000e-01,3.016014941e-03,4.899841053e+00
3.440000000e-01,3.016021449e-03,4.816473634e+00
3.442000000e-01,3.016066174e-03,4.623789069e+00
3.444000000e-01,3.016125436e-03,4.326160628e+00
3.446000000e-01,3.016197560e-03,3.930343436e+00
3.448000000e-01,3.016294712e-03,3.445321163e+00
3.450000000e-01,3.016403177e-03,2.882102122e+00
3.452000000e-01,3.016520119e-03,2.253469420e+00
3.454000000e-01,3.016656680e-03,1.573690826e+00
3.456000000e-01,3.016788282e-03,8.581949407e-01
3.458000000e-01,3.016936637e-03,1.232210252e-01
3.460000000e-01,3.017077336e-03,-6.145495775e-01
3.462000000e-01,3.017217276e-03,-1.338372049e+00
3.464000000e-01,3.017353155e-03,-2.031818146e+00
3.466000000e-01,3.017475273e-03,-2.679149060e+00
3.468000000e-01,3.017587442e-03,-3.265672640e+00
3.470000000e-01,3.017689925e-03,-3.778076846e+00
3.472000000e-01,3.017772603e-03,-4.204731891e+00
3.474000000e-01,3.017837629e-03,-4.535954195e+00
3.476000000e-01,3.017874884e-03,-4.764226167e+00
3.478000000e-01,3.017904887e-03,-4.884366829e+00
3.480000000e-01,3.017900238e-03,-4.893649408e+00
3.482000000e-01,3.017882246e-03,-4.791863222e+00
3.484000000e-01,3.017843487e-03,-4.581318462e+00
3.486000000e-01,3.017783559e-03,-4.266793759e+00
3.488000000e-01,3.017702261e-03,-3.855427727e+00
3.490000000e-01,3.017608472e-03,-3.356556938e+00
3.492000000e-01,3.017497404e-03,-2.781504020e+00
3.494000000e-01,3.017371969e-03,-2.143320667e+00
3.496000000e-01,3.017242257e-03,-1.456491413e+00
3.498000000e-01,3.017100458e-03,-7.366048868e-01
3.500000000e-01,3.016959309e-03,-2.594819842e-13
3.502000000e-01,3.016813264e-03,7.366048868e-01
3.504000000e-01,3.016679228e-03,1.456491413e+00
3.506000000e-01,3.016542326e-03,2.143320667e+00
3.508000000e-01,3.016419619e-03,2.781504020e+00
3.510000000e-01,3.016311216e-03,3.356556938e+00
3.512000000e-01,3.016217722e-03,3.855427727e+00
3.514000000e-01,3.016133107e-03,4.266793759e+00
3.516000000e-01,3.016069274e-03,4.581318462e+00
3.518000000e-01,3.016033041e-03,4.791863222e+00
3.520000000e-01,3.016014631e-03,4.893649408e+00
3.522000000e-01,3.016019419e-03,4.884366829e+00
3.524000000e-01,3.016039411e-03,4.764226167e+00
3.526000000e-01,3.016082725e-03,4.535954195e+00
3.528000000e-01,3.016148155e-03,4.204731891e+00
3.530000000e-01,3.016230972e-03,3.778076846e+00
3.532000000e-01,3.016328062e-03,3.265672640e+00
3.534000000e-01,3.016449482e-03,2.679149060e+00
3.536000000e-01,3.016562643e-03,2.031818146e+00
3.538000000e-01,3.016702195e-03,1.338372049e+00
3.540000000e-01,3.016840802e-03,6.145495775e-01
3.542000000e-01,3.016975721e-03,-1.232210252e-01
3.544000000e-01,3.017125006e-03,-8.581949406e-01
3.546000000e-01,3.017263365e-03,-1.573690826e+00
3.548000000e-01,3.017393991e-03,-2.253469420e+00
3.550000000e-01,3.017516527e-03,-2.882102122e+00
3.552000000e-01,3.017616670e-03,-3.445321163e+00
3.554000000e-01,3.017713683e-03,-3.930343436e+00
3.556000000e-01,3.017792966e-03,-4.326160628e+00
3.558000000e-01,3.017850755e-03,-4.623789069e+00
3.560000000e-01,3.017889529e-03,-4.816473634e+00
3.562000000e-01,3.017903229e-03,-4.899841053e+00
3.564000000e-01,3.017900439e-03,-4.871999179e+00
3.566000000e-01,3.017871770e-03,-4.733579924e+00
3.568000000e-01,3.017822690e-03,-4.487724923e+00
3.570000000e-01,3.017759740e-03,-4.140014225e+00
3.572000000e-01,3.017669175e-03,-3.698339651e+00
3.574000000e-01,3.017571527e-03,-3.172725673e+00
3.576000000e-01,3.017455127e-03,-2.575101892e+00
3.578000000e-01,3.017329863e-03,-1.919032285e+00
3.580000000e-01,3.017190404e-03,-1.219407341e+00
3.582000000e-01,3.017048527e-03,-4.921061055e-01
3.584000000e-01,3.016912616e-03,2.463642214e-01
3.586000000e-01,3.016767036e-03,9.792429402e-01
3.588000000e-01,3.016632597e-03,1.689896261e+00
3.590000000e-01,3.016502808e-03,2.362194834e+00
3.592000000e-01,3.016384797e-03,2.980879827e+00
3.594000000e-01,3.016275511e-03,3.531909249e+00
3.596000000e-01,3.016189176e-03,4.002776657e+00
3.598000000e-01,3.016110357e-03,4.382795001e+00
3.600000000e-01,3.016060301e-03,4.663339193e+00
3.602000000e-01,3.016023898e-03,4.838041857e+00
3.604000000e-01,3.016012353e-03,4.902937854e+00
3.606000000e-01,3.016023278e-03,4.856554270e+00
3.608000000e-01,3.016050801e-03,4.699943851e+00
3.610000000e-01,3.016099338e-03,4.436661107e+00
3.612000000e-01,3.016170316e-03,4.072681637e+00
3.614000000e-01,3.016252978e-03,3.616266506e+00
3.616000000e-01,3.016362884e-03,3.077774744e+00
3.618000000e-01,3.016484026e-03,2.469428235e+00
3.620000000e-01,3.016612203e-03,1.805034322e+00
3.622000000e-01,3.016749927e-03,1.099672429e+00
3.624000000e-01,3.016887480e-03,3.693518087e-01
3.626000000e-01,3.017032131e-03,-3.693518087e-01
3.628000000e-01,3.017175805e-03,-1.099672429e+00
3.630000000e-01,3.017310120e-03,-1.805034322e+00
3.632000000e-01,3.017433292e-03,-2.469428235e+00
3.634000000e-01,3.017552744e-03,-3.077774744e+00
3.636000000e-01,3.017656823e-03,-3.616266506e+00
3.638000000e-01,3.017745514e-03,-4.072681637e+00
3.640000000e-01,3.017815484e-03,-4.436661107e+00
3.642000000e-01,3.017866315e-03,-4.699943851e+00
3.644000000e-01,3.017897185e-03,-4.856554270e+00
3.646000000e-01,3.017903244e-03,-4.902937854e+00
3.648000000e-01,3.017895248e-03,-4.838041857e+00
3.650000000e-01,3.017860162e-03,-4.663339193e+00
3.652000000e-01,3.017804062e-03,-4.382795001e+00
3.654000000e-01,3.017730652e-03,-4.002776657e+00
3.656000000e-01,3.017637576e-03,-3.531909249e+00
3.658000000e-01,3.017535201e-03,-2.980879827e+00
3.660000000e-01,3.017413052e-03,-2.362194834e+00
3.662000000e-01,3.017284425e-03,-1.689896261e+00
3.664000000e-01,3.017145772e-03,-9.792429402e-01
3.666000000e-01,3.017010435e-03,-2.463642214e-01
3.668000000e-01,3.016864095e-03,4.921061055e-01
3.670000000e-01,3.016724527e-03,1.219407341e+00
3.672000000e-01,3.016585517e-03,1.919032285e+00
3.674000000e-01,3.016459060e-03,2.575101892e+00
3.676000000e-01,3.016347046e-03,3.172725673e+00
3.678000000e-01,3.016239387e-03,3.698339651e+00
3.680000000e-01,3.016157980e-03,4.140014225e+00
3.682000000e-01,3.016090118e-03,4.487724923e+00
3.684000000e-01,3.016044246e-03,4.733579924e+00
3.686000000e-01,3.016020256e-03,4.871999179e+00
3.688000000e-01,3.016011609e-03,4.899841053e+00
3.690000000e-01,3.016029895e-03,4.816473634e+00
3.692000000e-01,3.016069754e-03,4.623789069e+00
3.694000000e-01,3.016122910e-03,4.326160628e+00
3.696000000e-01,3.016198908e-03,3.930343436e+00
3.698000000e-01,3.016292372e-03,3.445321163e+00
3.700000000e-01,3.016402138e-03,2.882102122e+00
3.702000000e-01,3.016526302e-03,2.253469420e+00
3.704000000e-01,3.016655471e-03,1.573690826e+00
3.706000000e-01,3.016790157e-03,8.581949407e-01
3.708000000e-01,3.016937133e-03,1.232210252e-01
3.710000000e-01,3.017077631e-03,-6.145495775e-01
3.712000000e-01,3.017216563e-03,-1.338372049e+00
3.714000000e-01,3.017353713e-03,-2.031818146e+00
3.716000000e-01,3.017476234e-03,-2.679149060e+00
3.718000000e-01,3.017587163e-03,-3.265672640e+00
3.720000000e-01,3.017686826e-03,-3.778076846e+00
3.722000000e-01,3.017769163e-03,-4.204731891e+00
3.724000000e-01,3.017833321e-03,-4.535954195e+00
3.726000000e-01,3.017878790e-03,-4.764226167e+00
3.728000000e-01,3.017903430e-03,-4.884366829e+00
3.730000000e-01,3.017901524e-03,-4.893649408e+00
3.732000000e-01,3.017877333e-03,-4.791863222e+00
3.734000000e-01,3.017844247e-03,-4.581318462e+00
3.736000000e-01,3.017783683e-03,-4.266793759e+00
3.738000000e-01,3.017703501e-03,-3.855427727e+00
3.740000000e-01,3.017602862e-03,-3.356556938e+00
3.742000000e-01,3.017493917e-03,-2.781504020e+00
3.744000000e-01,3.017370125e-03,-2.143320667e+00
3.746000000e-01,3.017240522e-03,-1.456491413e+00
3.748000000e-01,3.017096987e-03,-7.366048868e-01
3.750000000e-01,3.016959263e-03,-2.979251086e-13
3.752000000e-01,3.016817107e-03,7.366048868e-01
3.754000000e-01,3.016675959e-03,1.456491413e+00
3.756000000e-01,3.016545813e-03,2.143320667e+00
3.758000000e-01,3.016425834e-03,2.781504020e+00
3.760000000e-01,3.016309992e-03,3.356556938e+00
3.762000000e-01,3.016219039e-03,3.855427727e+00
3.764000000e-01,3.016135617e-03,4.266793759e+00
3.766000000e-01,3.016075612e-03,4.581318462e+00
3.768000000e-01,3.016026734e-03,4.791863222e+00
3.770000000e-01,3.016011764e-03,4.893649408e+00
3.772000000e-01,3.016013809e-03,4.884366829e+00
3.774000000e-01,3.016036342e-03,4.764226167e+00
3.776000000e-01,3.016086786e-03,4.535954195e+00
3.778000000e-01,3.016143986e-03,4.204731891e+00
3.780000000e-01,3.016229747e-03,3.778076846e+00
3.782000000e-01,3.016325489e-03,3.265672640e+00
3.784000000e-01,3.016436883e-03,2.679149060e+00
3.786000000e-01,3.016564317e-03,2.031818146e+00
3.788000000e-01,3.016700615e-03,1.338372049e+00
3.790000000e-01,3.016836696e-03,6.145495775e-01
3.792000000e-01,3.016986228e-03,-1.232210252e-01
3.794000000e-01,3.017123843e-03,-8.581949406e-01
3.796000000e-01,3.017258778e-03,-1.573690826e+00
3.798000000e-01,3.017387513e-03,-2.253469420e+00
3.800000000e-01,3.017514295e-03,-2.882102122e+00
3.802000000e-01,3.017621288e-03,-3.445321163e+00
3.804000000e-01,3.017713311e-03,-3.930343436e+00
3.806000000e-01,3.017792207e-03,-4.326160628e+00
3.808000000e-01,3.017851391e-03,-4.623789069e+00
3.810000000e-01,3.017884152e-03,-4.816473634e+00
3.812000000e-01,3.017903523e-03,-4.899841053e+00
3.814000000e-01,3.017897092e-03,-4.871999179e+00
3.816000000e-01,3.017878123e-03,-4.733579924e+00
3.818000000e-01,3.017822783e-03,-4.487724923e+00
3.820000000e-01,3.017760872e-03,-4.140014225e+00
3.822000000e-01,3.017672011e-03,-3.698339651e+00
3.824000000e-01,3.017575432e-03,-3.172725673e+00
3.826000000e-01,3.017456971e-03,-2.575101892e+00
3.828000000e-01,3.017327182e-03,-1.919032285e+00
3.830000000e-01,3.017194015e-03,-1.219407341e+00
3.832000000e-01,3.017056012e-03,-4.921061055e-01
3.834000000e-01,3.016913794e-03,2.463642214e-01
3.836000000e-01,3.016766602e-03,9.792429402e-01
3.838000000e-01,3.016629901e-03,1.689896261e+00
3.840000000e-01,3.016502204e-03,2.362194834e+00
3.842000000e-01,3.016387075e-03,2.980879827e+00
3.844000000e-01,3.016280873e-03,3.531909249e+00
3.846000000e-01,3.016184108e-03,4.002776657e+00
3.848000000e-01,3.016105878e-03,4.382795001e+00
3.850000000e-01,3.016058503e-03,4.663339193e+00
3.852000000e-01,3.016025060e-03,4.838041857e+00
3.854000000e-01,3.016012941e-03,4.902937854e+00
3.856000000e-01,3.016014817e-03,4.856554270e+00
3.858000000e-01,3.016046663e-03,4.699943851e+00
3.860000000e-01,3.016099369e-03,4.436661107e+00
3.862000000e-01,3.016172439e-03,4.072681637e+00
3.864000000e-01,3.016259797e-03,3.616266506e+00
3.866000000e-01,3.016366479e-03,3.077774744e+00
3.868000000e-01,3.016484444e-03,2.469428235e+00
3.870000000e-01,3.016611552e-03,1.805034322e+00
3.872000000e-01,3.016748594e-03,1.099672429e+00
3.874000000e-01,3.016890052e-03,3.693518087e-01
3.876000000e-01,3.017027606e-03,-3.693518087e-01
3.878000000e-01,3.017173047e-03,-1.099672429e+00
3.880000000e-01,3.017305083e-03,-1.805034322e+00
3.882000000e-01,3.017436654e-03,-2.469428235e+00
3.884000000e-01,3.017550698e-03,-3.077774744e+00
3.886000000e-01,3.017661255e-03,-3.616266506e+00
3.888000000e-01,3.017743081e-03,-4.072681637e+00
3.890000000e-01,3.017816538e-03,-4.436661107e+00
3.892000000e-01,3.017868407e-03,-4.699943851e+00
3.894000000e-01,3.017895930e-03,-4.856554270e+00
3.896000000e-01,3.017903957e-03,-4.902937854e+00
3.898000000e-01,3.017897743e-03,-4.838041857e+00
3.900000000e-01,3.017854723e-03,-4.663339193e+00
3.902000000e-01,3.017806511e-03,-4.382795001e+00
3.904000000e-01,3.017730714e-03,-4.002776657e+00
3.906000000e-01,3.017637607e-03,-3.531909249e+00
3.908000000e-01,3.017534736e-03,-2.980879827e+00
3.910000000e-01,3.017411983e-03,-2.362194834e+00
3.912000000e-01,3.017285960e-03,-1.689896261e+00
3.914000000e-01,3.017149228e-03,-9.792429402e-01
3.916000000e-01,3.017005429e-03,-2.463642214e-01
3.918000000e-01,3.016865148e-03,4.921061055e-01
3.920000000e-01,3.016721675e-03,1.219407341e+00
3.922000000e-01,3.016589267e-03,1.919032285e+00
3.924000000e-01,3.016460795e-03,2.575101892e+00
3.926000000e-01,3.016344458e-03,3.172725673e+00
3.928000000e-01,3.016244718e-03,3.698339651e+00
3.930000000e-01,3.016160552e-03,4.140014225e+00
3.932000000e-01,3.016095914e-03,4.487724923e+00
3.934000000e-01,3.016047717e-03,4.733579924e+00
3.936000000e-01,3.016021201e-03,4.871999179e+00
3.938000000e-01,3.016010586e-03,4.899841053e+00
3.940000000e-01,3.016027400e-03,4.816473634e+00
3.942000000e-01,3.016065771e-03,4.623789069e+00
3.944000000e-01,3.016124785e-03,4.326160628e+00
3.946000000e-01,3.016197296e-03,3.930343436e+00
3.948000000e-01,3.016295006e-03,3.445321163e+00
3.950000000e-01,3.016397319e-03,2.882102122e+00
3.952000000e-01,3.016524706e-03,2.253469420e+00
3.954000000e-01,3.016653364e-03,1.573690826e+00
3.956000000e-01,3.016790498e-03,8.581949407e-01
3.958000000e-01,3.016935382e-03,1.232210252e-01
3.960000000e-01,3.017078591e-03,-6.145495775e-01
3.962000000e-01,3.017219012e-03,-1.338372049e+00
3.964000000e-01,3.017350676e-03,-2.031818146e+00
3.966000000e-01,3.017475103e-03,-2.679149060e+00
3.968000000e-01,3.017588419e-03,-3.265672640e+00
3.970000000e-01,3.017685385e-03,-3.778076846e+00
3.972000000e-01,3.017768636e-03,-4.204731891e+00
3.974000000e-01,3.017833476e-03,-4.535954195e+00
3.976000000e-01,3.017878185e-03,-4.764226167e+00
3.978000000e-01,3.017901292e-03,-4.884366829e+00
3.980000000e-01,3.017902206e-03,-4.893649408e+00
3.982000000e-01,3.017881316e-03,-4.791863222e+00
3.984000000e-01,3.017841736e-03,-4.581318462e+00
3.986000000e-01,3.017776152e-03,-4.266793759e+00
3.988000000e-01,3.017699782e-03,-3.855427727e+00
3.990000000e-01,3.017607837e-03,-3.356556938e+00
3.992000000e-01,3.017500673e-03,-2.781504020e+00
3.994000000e-01,3.017367723e-03,-2.143320667e+00
3.996000000e-01,3.017240847e-03,-1.456491413e+00
3.998000000e-01,3.017104348e-03,-7.366048868e-01
